Kombinacja	Liczba wystąpień
1,6,10,13	2
1,6,10,15	2
1,6,12,15	2
1,7,9,22	2
1,7,10,18	2
1,7,13,14	2
1,7,13,15	2
1,8,17,21	2
1,9,11,12	2
1,9,17,30	2
1,10,11,16	2
1,11,19,26	2
1,12,14,16	2
1,12,16,28	2
1,13,15,19	2
1,13,16,17	2
1,13,17,20	2
1,13,19,22	2
1,13,22,26	2
1,13,25,28	2
1,14,17,19	2
1,14,20,25	2
1,14,20,26	2
1,14,22,24	2
1,15,17,31	2
1,16,18,21	2
1,16,19,21	2
1,16,20,21	2
1,16,25,27	2
1,17,18,20	2
1,17,18,23	2
1,17,19,28	2
1,22,37,40	2
2,3,6,11	2
2,3,6,13	2
2,3,6,18	2
2,3,7,9	2
2,3,9,11	2
2,3,20,21	2
2,3,32,33	2
2,4,5,10	2
2,4,6,9	2
2,4,6,17	2
2,4,7,17	2
2,4,13,18	2
2,4,26,27	2
2,5,6,11	2
2,5,7,18	2
2,5,8,16	2
2,5,9,10	2
2,5,11,12	2
2,6,7,13	2
2,6,7,23	2
2,6,8,16	2
2,6,11,21	2
2,6,18,20	2
2,6,20,24	2
2,7,8,12	2
2,7,8,13	2
2,7,8,22	2
2,7,9,23	2
2,8,12,19	2
2,8,18,27	2
2,9,11,15	2
2,9,11,17	2
2,9,11,24	2
2,9,12,23	2
2,9,16,28	2
2,9,17,20	2
2,9,21,24	2
2,10,13,18	2
2,10,15,17	2
2,10,15,28	2
2,10,21,33	2
2,11,12,23	2
2,11,13,31	2
2,12,13,30	2
2,12,16,41	2
2,12,21,27	2
2,12,31,39	2
2,14,21,22	2
2,14,22,23	2
2,14,22,24	2
2,14,24,42	2
2,14,25,27	2
2,15,17,24	2
2,15,19,30	2
2,15,19,34	2
2,15,20,25	2
2,17,26,29	2
2,20,29,30	2
2,23,30,33	2
3,4,5,7	2
3,4,5,9	2
3,4,6,11	2
3,4,7,14	2
3,4,8,21	2
3,4,10,13	2
3,4,11,17	2
3,4,12,19	2
3,4,12,20	2
3,4,15,18	2
3,4,18,19	2
3,4,20,31	2
3,4,23,34	2
3,5,6,23	2
3,5,12,13	2
3,5,13,15	2
3,5,17,21	2
3,6,7,12	2
3,6,7,18	2
3,6,8,14	2
3,6,9,12	2
3,6,11,15	2
3,6,15,22	2
3,6,15,27	2
3,6,16,18	2
3,7,8,10	2
3,7,9,11	2
3,7,9,13	2
3,7,9,14	2
3,7,9,17	2
3,7,11,19	2
3,7,16,21	2
3,7,38,40	2
3,8,14,17	2
3,8,15,19	2
3,8,29,30	2
3,9,12,17	2
3,9,19,28	2
3,9,27,38	2
3,10,11,13	2
3,10,13,15	2
3,10,16,33	2
3,11,13,28	2
3,11,16,24	2
3,11,20,29	2
3,12,24,27	2
3,13,14,26	2
3,13,16,31	2
3,13,25,26	2
3,14,17,18	2
3,14,37,41	2
3,15,17,25	2
3,16,19,27	2
3,17,21,22	2
3,18,21,23	2
3,21,23,27	2
3,21,27,28	2
3,22,23,28	2
3,23,25,27	2
3,24,25,29	2
3,24,28,31	2
4,5,6,13	2
4,5,6,14	2
4,5,7,34	2
4,5,8,9	2
4,5,8,10	2
4,5,8,17	2
4,5,8,22	2
4,5,9,27	2
4,5,10,17	2
4,5,11,17	2
4,5,14,18	2
4,5,17,20	2
4,5,27,28	2
4,6,7,15	2
4,6,10,20	2
4,6,11,23	2
4,6,14,18	2
4,6,15,27	2
4,6,19,21	2
4,6,20,24	2
4,7,8,23	2
4,7,11,19	2
4,7,12,14	2
4,7,16,22	2
4,7,19,20	2
4,7,21,34	2
4,7,23,31	2
4,8,13,15	2
4,8,15,17	2
4,8,18,24	2
4,8,23,27	2
4,9,10,21	2
4,9,11,17	2
4,9,12,22	2
4,9,14,24	2
4,9,20,22	2
4,9,22,24	2
4,9,31,39	2
4,10,11,21	2
4,10,12,18	2
4,10,21,22	2
4,11,14,20	2
4,12,15,20	2
4,12,16,21	2
4,12,23,26	2
4,12,25,30	2
4,13,16,22	2
4,15,16,17	2
4,15,24,30	2
4,15,25,27	2
4,15,28,29	2
4,16,17,19	2
4,16,18,33	2
4,16,21,35	2
4,17,19,20	2
4,17,19,31	2
4,17,21,26	2
4,18,21,25	2
4,18,24,30	2
4,19,20,25	2
4,20,22,30	2
4,20,25,27	2
4,22,28,33	2
4,22,36,39	2
4,25,27,29	2
5,6,8,10	2
5,6,9,18	2
5,6,15,28	2
5,7,8,11	2
5,7,10,16	2
5,7,13,22	2
5,7,14,24	2
5,7,15,21	2
5,7,17,18	2
5,7,20,29	2
5,8,9,23	2
5,8,15,22	2
5,8,19,28	2
5,8,20,31	2
5,8,22,25	2
5,9,10,13	2
5,9,12,17	2
5,9,15,17	2
5,9,18,23	2
5,9,27,28	2
5,9,30,31	2
5,10,11,22	2
5,10,14,28	2
5,10,15,28	2
5,10,16,21	2
5,10,16,30	2
5,10,17,19	2
5,11,12,15	2
5,11,12,24	2
5,11,21,27	2
5,12,19,24	2
5,13,18,20	2
5,13,18,23	2
5,13,20,24	2
5,14,21,26	2
5,14,25,27	2
5,15,17,24	2
5,15,17,26	2
5,15,19,23	2
5,15,19,27	2
5,15,21,24	2
5,16,19,21	2
5,17,20,24	2
5,18,19,23	2
5,21,29,39	2
5,27,30,33	2
5,30,32,33	2
5,32,33,34	2
6,7,12,13	2
6,7,22,23	2
6,7,23,27	2
6,8,10,13	2
6,8,10,14	2
6,8,12,13	2
6,8,12,18	2
6,8,12,23	2
6,8,14,18	2
6,8,16,19	2
6,8,17,19	2
6,8,21,23	2
6,9,10,13	2
6,9,10,16	2
6,9,10,18	2
6,9,11,17	2
6,9,13,18	2
6,9,16,19	2
6,9,19,33	2
6,10,11,24	2
6,10,19,31	2
6,10,20,25	2
6,10,25,29	2
6,11,15,27	2
6,11,23,40	2
6,11,25,34	2
6,12,25,29	2
6,12,32,35	2
6,13,16,18	2
6,13,16,20	2
6,13,18,20	2
6,13,21,36	2
6,13,22,30	2
6,14,21,28	2
6,14,29,31	2
6,15,16,23	2
6,15,20,22	2
6,15,21,27	2
6,15,23,24	2
6,15,28,36	2
6,16,21,30	2
6,16,26,36	2
6,17,19,21	2
6,17,20,30	2
6,17,29,37	2
6,18,23,36	2
6,19,23,29	2
6,22,26,27	2
6,23,24,28	2
6,24,32,34	2
6,26,27,32	2
6,27,28,35	2
7,8,10,17	2
7,8,12,16	2
7,8,13,21	2
7,8,14,18	2
7,8,16,37	2
7,8,20,25	2
7,8,23,46	2
7,8,24,25	2
7,9,13,26	2
7,9,15,25	2
7,9,21,29	2
7,9,21,32	2
7,9,23,27	2
7,9,27,40	2
7,10,11,19	2
7,10,11,23	2
7,10,12,17	2
7,10,13,14	2
7,10,15,23	2
7,10,18,24	2
7,10,22,26	2
7,11,12,25	2
7,11,13,16	2
7,11,13,19	2
7,11,16,34	2
7,11,18,21	2
7,11,19,24	2
7,12,13,18	2
7,12,13,24	2
7,13,15,17	2
7,13,17,21	2
7,13,22,24	2
7,13,25,28	2
7,14,16,19	2
7,14,17,26	2
7,14,18,40	2
7,14,26,31	2
7,15,17,22	2
7,15,26,27	2
7,15,34,37	2
7,16,33,35	2
7,17,18,19	2
7,18,21,24	2
7,18,23,26	2
7,19,26,35	2
7,20,29,33	2
7,21,23,26	2
7,21,23,29	2
7,22,32,41	2
7,23,27,42	2
7,24,28,31	2
7,27,32,34	2
7,30,31,44	2
7,33,37,45	2
7,35,37,41	2
7,38,40,43	2
8,9,12,30	2
8,9,12,37	2
8,9,13,15	2
8,9,16,20	2
8,9,20,25	2
8,9,21,28	2
8,9,21,31	2
8,10,11,12	2
8,10,13,18	2
8,10,14,17	2
8,10,14,45	2
8,10,15,35	2
8,10,16,24	2
8,10,18,25	2
8,10,19,28	2
8,11,12,13	2
8,11,15,17	2
8,11,16,17	2
8,11,17,22	2
8,11,32,33	2
8,11,39,41	2
8,12,14,18	2
8,12,16,28	2
8,12,17,18	2
8,12,17,21	2
8,12,17,22	2
8,12,19,21	2
8,12,21,23	2
8,12,23,36	2
8,13,17,23	2
8,13,20,21	2
8,13,22,34	2
8,14,17,18	2
8,14,18,25	2
8,15,17,20	2
8,15,17,27	2
8,15,20,24	2
8,15,22,28	2
8,16,17,18	2
8,16,17,24	2
8,16,24,27	2
8,16,30,36	2
8,16,37,38	2
8,17,18,27	2
8,17,35,36	2
8,17,36,48	2
8,18,20,29	2
8,18,24,29	2
8,18,27,30	2
8,18,27,37	2
8,19,25,27	2
8,19,27,28	2
8,19,28,30	2
8,20,25,39	2
8,21,23,25	2
8,21,30,39	2
8,24,25,31	2
8,24,27,30	2
8,25,27,30	2
9,10,13,22	2
9,10,13,27	2
9,10,13,35	2
9,10,18,31	2
9,10,20,29	2
9,10,21,38	2
9,10,24,26	2
9,11,14,16	2
9,11,16,40	2
9,11,17,18	2
9,11,17,20	2
9,11,20,24	2
9,11,27,29	2
9,11,29,41	2
9,11,33,40	2
9,12,17,23	2
9,12,17,26	2
9,12,23,24	2
9,12,30,33	2
9,13,14,17	2
9,13,15,28	2
9,13,18,35	2
9,13,24,26	2
9,14,24,44	2
9,15,17,20	2
9,15,21,33	2
9,16,17,18	2
9,16,20,22	2
9,16,21,28	2
9,16,27,30	2
9,17,18,22	2
9,17,22,28	2
9,18,19,28	2
9,18,20,26	2
9,18,26,33	2
9,18,28,37	2
9,18,33,36	2
9,18,36,37	2
9,19,22,23	2
9,19,28,29	2
9,20,24,31	2
9,20,27,29	2
9,20,28,29	2
9,20,29,42	2
9,20,34,40	2
9,21,23,35	2
9,21,31,32	2
9,23,36,44	2
9,24,27,30	2
9,27,28,30	2
9,27,31,34	2
9,27,34,36	2
9,31,39,42	2
10,11,12,19	2
10,11,13,18	2
10,11,16,31	2
10,11,17,19	2
10,11,18,25	2
10,11,22,25	2
10,11,23,27	2
10,11,24,26	2
10,11,24,33	2
10,11,36,38	2
10,12,13,16	2
10,12,15,20	2
10,12,18,43	2
10,12,23,29	2
10,12,27,30	2
10,13,14,38	2
10,13,15,27	2
10,13,18,24	2
10,13,18,25	2
10,13,19,20	2
10,13,20,22	2
10,13,21,24	2
10,13,22,25	2
10,13,29,31	2
10,14,17,28	2
10,14,18,22	2
10,15,26,41	2
10,15,28,39	2
10,15,35,39	2
10,16,17,24	2
10,16,18,28	2
10,16,21,30	2
10,17,24,33	2
10,17,25,31	2
10,17,29,32	2
10,17,33,39	2
10,17,34,40	2
10,18,24,25	2
10,18,25,33	2
10,18,28,31	2
10,18,29,33	2
10,18,31,39	2
10,19,22,31	2
10,19,23,25	2
10,19,25,31	2
10,19,28,32	2
10,19,28,33	2
10,19,31,33	2
10,19,43,44	2
10,21,29,32	2
10,21,33,36	2
10,23,26,29	2
10,23,27,36	2
10,25,29,32	2
10,27,29,38	2
10,27,30,32	2
10,32,35,37	2
11,12,13,19	2
11,12,14,16	2
11,12,14,35	2
11,12,23,27	2
11,12,28,29	2
11,12,32,34	2
11,12,34,36	2
11,13,14,15	2
11,13,17,34	2
11,13,19,26	2
11,13,20,26	2
11,13,25,27	2
11,13,28,31	2
11,14,16,24	2
11,14,20,39	2
11,14,37,39	2
11,15,19,29	2
11,15,23,31	2
11,15,24,25	2
11,15,25,36	2
11,15,27,34	2
11,15,30,31	2
11,15,37,39	2
11,16,18,23	2
11,16,20,21	2
11,16,24,38	2
11,17,18,40	2
11,17,19,24	2
11,17,20,23	2
11,17,24,35	2
11,17,26,34	2
11,17,28,41	2
11,17,33,35	2
11,18,19,31	2
11,18,20,28	2
11,18,22,38	2
11,18,28,34	2
11,19,21,27	2
11,19,24,31	2
11,19,27,31	2
11,21,22,29	2
11,21,28,39	2
11,21,38,39	2
11,22,30,32	2
11,23,24,26	2
11,24,33,35	2
11,26,27,28	2
11,27,29,32	2
12,13,14,15	2
12,13,14,22	2
12,13,16,24	2
12,13,23,28	2
12,13,24,32	2
12,13,24,38	2
12,13,25,26	2
12,14,15,16	2
12,14,18,24	2
12,14,19,23	2
12,14,19,24	2
12,14,21,25	2
12,14,21,27	2
12,14,22,45	2
12,14,29,32	2
12,14,29,33	2
12,14,30,36	2
12,15,16,35	2
12,15,19,23	2
12,15,21,23	2
12,16,18,23	2
12,16,19,27	2
12,16,23,34	2
12,17,18,44	2
12,17,21,26	2
12,17,22,25	2
12,17,23,25	2
12,17,26,30	2
12,17,27,28	2
12,18,25,30	2
12,19,22,32	2
12,19,23,30	2
12,19,24,34	2
12,19,24,35	2
12,19,25,32	2
12,19,36,38	2
12,20,21,34	2
12,20,22,25	2
12,21,22,23	2
12,21,23,40	2
12,21,26,31	2
12,22,25,36	2
12,23,28,37	2
12,23,29,38	2
12,25,28,38	2
12,25,29,35	2
12,25,31,33	2
12,25,33,35	2
12,27,28,34	2
12,29,34,43	2
12,31,39,41	2
12,32,35,37	2
13,14,17,25	2
13,14,17,37	2
13,14,18,31	2
13,14,25,28	2
13,14,25,31	2
13,14,27,28	2
13,14,38,41	2
13,15,18,31	2
13,15,20,35	2
13,15,22,38	2
13,15,23,38	2
13,15,25,27	2
13,15,25,37	2
13,15,26,31	2
13,15,29,37	2
13,15,31,32	2
13,16,17,22	2
13,16,18,20	2
13,16,20,23	2
13,16,20,24	2
13,16,20,36	2
13,16,25,28	2
13,16,30,33	2
13,17,19,22	2
13,17,22,23	2
13,17,23,40	2
13,17,26,30	2
13,17,26,34	2
13,17,29,30	2
13,18,21,23	2
13,18,21,24	2
13,18,24,37	2
13,19,20,27	2
13,19,25,40	2
13,19,30,31	2
13,20,21,23	2
13,20,22,30	2
13,21,22,29	2
13,21,24,27	2
13,21,28,29	2
13,22,23,24	2
13,22,24,32	2
13,23,25,28	2
13,23,32,41	2
13,24,31,39	2
13,24,32,34	2
13,26,30,32	2
13,29,33,36	2
13,30,32,36	2
14,15,16,30	2
14,15,22,23	2
14,15,22,39	2
14,15,23,29	2
14,15,25,27	2
14,15,31,36	2
14,16,18,22	2
14,16,18,25	2
14,16,19,32	2
14,16,29,36	2
14,17,18,23	2
14,17,18,27	2
14,17,20,39	2
14,17,21,26	2
14,17,27,30	2
14,17,36,48	2
14,19,22,25	2
14,19,23,27	2
14,19,23,33	2
14,19,24,27	2
14,19,24,46	2
14,19,25,28	2
14,19,25,36	2
14,19,30,35	2
14,20,26,32	2
14,20,26,40	2
14,20,34,38	2
14,21,25,29	2
14,21,25,35	2
14,21,25,45	2
14,21,28,32	2
14,22,23,31	2
14,22,24,26	2
14,24,27,36	2
14,24,33,39	2
14,26,28,32	2
14,26,31,32	2
14,27,29,39	2
14,27,36,40	2
14,28,31,34	2
14,28,40,45	2
14,29,33,49	2
14,30,36,37	2
14,31,33,34	2
14,34,36,38	2
14,37,40,45	2
15,16,19,27	2
15,16,20,38	2
15,16,22,25	2
15,16,23,25	2
15,17,18,35	2
15,17,22,40	2
15,17,24,36	2
15,17,24,41	2
15,17,24,46	2
15,17,26,40	2
15,17,27,32	2
15,17,29,38	2
15,17,31,42	2
15,18,20,40	2
15,18,31,34	2
15,19,20,22	2
15,19,22,29	2
15,19,25,29	2
15,19,28,31	2
15,19,29,35	2
15,19,34,35	2
15,19,34,43	2
15,20,21,31	2
15,20,22,33	2
15,20,23,27	2
15,20,26,28	2
15,20,29,33	2
15,20,35,36	2
15,20,41,45	2
15,21,22,38	2
15,22,23,24	2
15,22,23,40	2
15,22,30,31	2
15,23,24,26	2
15,23,27,29	2
15,23,27,31	2
15,24,27,31	2
15,24,29,35	2
15,24,33,34	2
15,25,26,33	2
15,25,27,31	2
15,26,27,30	2
15,26,34,36	2
15,27,28,29	2
15,27,34,40	2
15,27,44,47	2
15,28,32,40	2
15,29,30,35	2
15,29,32,34	2
15,30,32,36	2
15,32,38,45	2
15,37,41,42	2
16,17,21,29	2
16,17,21,32	2
16,17,23,24	2
16,17,24,27	2
16,17,24,30	2
16,17,36,38	2
16,18,19,26	2
16,18,19,29	2
16,18,20,21	2
16,18,22,28	2
16,18,23,27	2
16,18,23,42	2
16,18,24,31	2
16,18,40,42	2
16,19,20,30	2
16,19,21,22	2
16,19,21,33	2
16,19,22,23	2
16,19,24,25	2
16,19,25,38	2
16,19,26,34	2
16,19,27,38	2
16,20,22,36	2
16,20,24,27	2
16,20,36,44	2
16,21,22,26	2
16,21,23,26	2
16,21,24,27	2
16,21,26,32	2
16,21,28,36	2
16,22,26,37	2
16,23,24,29	2
16,23,26,30	2
16,24,25,26	2
16,24,25,32	2
16,24,27,41	2
16,24,28,34	2
16,24,29,30	2
16,25,27,29	2
16,25,27,32	2
16,25,33,37	2
16,26,31,39	2
16,26,36,40	2
16,27,28,38	2
16,27,32,35	2
16,28,38,39	2
16,29,30,31	2
16,29,32,39	2
16,29,35,38	2
16,32,33,47	2
16,32,37,38	2
16,35,38,47	2
16,38,39,47	2
17,18,19,23	2
17,18,19,36	2
17,18,22,44	2
17,18,24,26	2
17,18,26,32	2
17,18,27,36	2
17,18,27,41	2
17,18,29,33	2
17,19,20,24	2
17,19,22,25	2
17,19,24,29	2
17,19,37,39	2
17,19,38,48	2
17,20,21,26	2
17,20,21,29	2
17,20,22,23	2
17,20,23,32	2
17,20,24,42	2
17,20,25,36	2
17,20,27,30	2
17,20,32,37	2
17,20,35,36	2
17,20,39,41	2
17,21,22,24	2
17,21,22,26	2
17,21,25,29	2
17,21,25,32	2
17,21,26,28	2
17,21,30,38	2
17,21,31,37	2
17,22,23,24	2
17,22,25,42	2
17,22,36,39	2
17,22,37,49	2
17,23,25,38	2
17,23,26,30	2
17,23,27,28	2
17,23,28,38	2
17,23,29,30	2
17,23,36,47	2
17,23,43,44	2
17,24,26,27	2
17,24,26,43	2
17,24,27,38	2
17,25,26,38	2
17,25,33,41	2
17,26,30,42	2
17,26,31,41	2
17,26,38,43	2
17,26,40,45	2
17,27,29,35	2
17,28,29,48	2
17,29,34,35	2
17,29,37,38	2
17,29,42,45	2
17,31,36,37	2
17,31,41,42	2
17,31,42,46	2
17,31,47,48	2
17,32,40,46	2
17,33,39,46	2
18,19,20,21	2
18,19,20,22	2
18,19,21,28	2
18,19,22,25	2
18,19,24,31	2
18,19,29,40	2
18,19,31,36	2
18,19,32,33	2
18,20,21,29	2
18,20,25,29	2
18,20,26,29	2
18,20,27,29	2
18,20,28,34	2
18,20,28,40	2
18,20,29,30	2
18,20,40,49	2
18,21,22,26	2
18,21,23,24	2
18,21,29,45	2
18,21,30,35	2
18,21,31,32	2
18,21,36,37	2
18,21,38,39	2
18,22,23,26	2
18,22,24,26	2
18,22,25,29	2
18,22,26,30	2
18,22,32,36	2
18,22,38,41	2
18,23,24,34	2
18,23,25,26	2
18,23,27,40	2
18,23,30,32	2
18,23,33,39	2
18,23,34,40	2
18,24,25,34	2
18,24,26,29	2
18,24,27,40	2
18,25,27,28	2
18,25,30,32	2
18,26,28,38	2
18,26,32,40	2
18,27,29,32	2
18,27,31,42	2
18,27,32,33	2
18,27,34,38	2
18,28,29,46	2
18,28,30,34	2
18,28,30,37	2
18,28,34,45	2
18,28,41,43	2
18,29,31,35	2
18,29,40,42	2
18,35,46,48	2
18,40,42,43	2
19,20,21,29	2
19,20,21,34	2
19,20,22,23	2
19,20,22,26	2
19,20,22,27	2
19,20,23,28	2
19,20,24,41	2
19,20,24,48	2
19,20,25,41	2
19,20,26,27	2
19,20,30,31	2
19,21,22,25	2
19,21,23,37	2
19,21,24,26	2
19,21,25,26	2
19,21,28,43	2
19,21,29,37	2
19,21,32,34	2
19,22,23,25	2
19,22,23,26	2
19,22,23,32	2
19,22,30,45	2
19,22,32,36	2
19,23,24,26	2
19,23,27,28	2
19,23,33,42	2
19,23,34,48	2
19,24,25,40	2
19,24,26,35	2
19,24,27,28	2
19,24,29,32	2
19,24,31,49	2
19,24,35,37	2
19,24,44,46	2
19,25,28,32	2
19,25,38,43	2
19,26,34,48	2
19,26,35,48	2
19,27,28,30	2
19,27,30,32	2
19,28,32,38	2
19,28,33,43	2
19,28,36,46	2
19,29,31,34	2
19,30,31,33	2
19,30,33,34	2
19,31,34,38	2
19,31,38,41	2
19,31,39,40	2
19,32,41,46	2
19,32,44,45	2
19,33,36,43	2
19,34,35,42	2
19,34,37,43	2
19,36,38,39	2
19,43,44,45	2
20,21,24,27	2
20,21,24,37	2
20,21,24,39	2
20,21,26,28	2
20,21,28,30	2
20,21,29,30	2
20,22,27,28	2
20,22,36,37	2
20,22,36,38	2
20,22,38,40	2
20,23,25,28	2
20,23,27,34	2
20,23,28,30	2
20,23,28,48	2
20,23,38,39	2
20,23,40,44	2
20,24,28,30	2
20,24,30,36	2
20,24,32,43	2
20,24,34,36	2
20,24,39,43	2
20,25,26,45	2
20,25,29,30	2
20,25,34,39	2
20,25,39,46	2
20,26,27,29	2
20,26,28,36	2
20,26,28,38	2
20,26,32,34	2
20,26,39,42	2
20,26,40,42	2
20,27,28,29	2
20,27,29,33	2
20,27,32,33	2
20,27,33,34	2
20,27,33,41	2
20,28,34,41	2
20,29,33,34	2
20,29,34,49	2
20,29,43,44	2
20,30,35,36	2
20,31,33,43	2
20,32,33,41	2
20,32,35,37	2
20,32,37,47	2
20,33,34,39	2
20,33,39,41	2
20,34,40,42	2
20,35,36,38	2
20,36,37,44	2
21,22,24,26	2
21,22,25,26	2
21,22,25,27	2
21,22,25,36	2
21,22,26,32	2
21,22,26,45	2
21,22,27,35	2
21,22,29,31	2
21,22,29,35	2
21,22,29,39	2
21,22,31,40	2
21,23,24,28	2
21,23,24,36	2
21,23,26,28	2
21,23,26,37	2
21,23,27,30	2
21,23,27,32	2
21,23,29,33	2
21,23,30,31	2
21,23,33,47	2
21,23,39,41	2
21,24,25,33	2
21,24,26,46	2
21,24,27,34	2
21,24,27,35	2
21,24,27,36	2
21,24,27,38	2
21,24,38,45	2
21,25,26,33	2
21,25,27,30	2
21,25,28,37	2
21,26,28,33	2
21,26,39,40	2
21,26,40,44	2
21,27,29,34	2
21,27,29,40	2
21,27,32,42	2
21,28,33,36	2
21,28,36,38	2
21,28,36,42	2
21,29,34,37	2
21,30,32,43	2
21,30,34,40	2
21,30,35,36	2
21,30,35,47	2
21,30,40,41	2
21,31,32,34	2
21,31,39,41	2
21,33,36,45	2
21,34,47,49	2
21,35,40,47	2
21,36,37,39	2
21,36,37,43	2
21,36,39,41	2
21,37,39,43	2
21,38,40,42	2
22,23,24,29	2
22,23,24,33	2
22,23,30,31	2
22,23,31,34	2
22,23,32,36	2
22,23,33,40	2
22,23,33,41	2
22,23,37,44	2
22,24,39,43	2
22,25,26,34	2
22,25,30,31	2
22,25,30,37	2
22,25,31,33	2
22,25,32,43	2
22,25,34,38	2
22,25,34,47	2
22,25,36,44	2
22,26,32,38	2
22,26,32,42	2
22,26,32,44	2
22,26,33,40	2
22,26,35,39	2
22,26,37,46	2
22,27,28,40	2
22,27,39,46	2
22,28,32,35	2
22,30,31,32	2
22,30,31,37	2
22,30,38,45	2
22,31,34,41	2
22,31,36,44	2
22,32,33,34	2
22,32,33,38	2
22,33,39,48	2
22,35,36,40	2
22,35,42,43	2
23,24,26,32	2
23,24,28,36	2
23,24,29,32	2
23,24,31,48	2
23,24,38,39	2
23,24,38,47	2
23,25,26,37	2
23,25,28,36	2
23,25,28,49	2
23,25,35,36	2
23,25,40,45	2
23,26,28,41	2
23,26,29,32	2
23,26,29,39	2
23,26,30,31	2
23,26,30,45	2
23,26,37,41	2
23,26,42,46	2
23,26,45,48	2
23,27,32,36	2
23,27,38,44	2
23,27,40,48	2
23,28,29,31	2
23,29,30,46	2
23,29,35,41	2
23,29,35,43	2
23,29,38,44	2
23,30,33,45	2
23,30,37,39	2
23,31,32,40	2
23,31,32,41	2
23,31,34,36	2
23,31,35,39	2
23,31,38,42	2
23,31,39,41	2
23,31,46,48	2
23,32,36,39	2
23,32,36,46	2
23,33,35,38	2
23,33,40,41	2
23,33,41,43	2
23,34,35,39	2
23,35,39,41	2
23,36,44,45	2
23,37,44,46	2
23,37,44,47	2
23,38,39,41	2
24,25,26,30	2
24,25,29,30	2
24,25,29,35	2
24,25,31,44	2
24,25,33,35	2
24,25,40,42	2
24,26,27,40	2
24,26,30,35	2
24,26,35,39	2
24,26,37,41	2
24,26,38,42	2
24,26,39,46	2
24,27,28,36	2
24,27,28,48	2
24,27,36,37	2
24,27,37,45	2
24,27,37,46	2
24,27,39,40	2
24,28,30,35	2
24,28,31,35	2
24,28,33,34	2
24,28,33,43	2
24,29,30,32	2
24,29,32,38	2
24,29,34,36	2
24,29,36,42	2
24,30,31,38	2
24,30,32,46	2
24,30,35,37	2
24,30,36,48	2
24,30,42,45	2
24,31,33,34	2
24,31,39,47	2
